29.5887	-82.3189
29.5888	-82.3189
29.5889	-82.3189
29.5890	-82.3189
29.5891	-82.3189
29.5892	-82.3189
29.5887	-82.3188
29.5888	-82.3187
29.5889	-82.3187
29.5890	-82.3188
29.5887	-82.3185
29.5888	-82.3185
29.5889	-82.3185
29.5890	-82.3185
29.5892	-82.3185
29.5887	-82.3183
29.5888	-82.3183
29.5889	-82.3183
29.5889	-82.3182
29.5889	-82.3181
29.5887	-82.3181
29.5888	-82.3181
29.5887	-82.3182
29.5886	-82.3181
29.5885	-82.3181
29.5885	-82.3182
29.5885	-82.3183
29.5887	-82.3179
29.5887	-82.3178
29.5887	-82.3177
29.5887	-82.3175
29.5888	-82.3175
29.5889	-82.3175
29.5889	-82.3174
29.5889	-82.3173
29.5888	-82.3173
29.5887	-82.3173
29.5887	-82.3174
29.5890	-82.3173
29.5891	-82.3173
29.5891	-82.3174
29.5891	-82.3175
29.5887	-82.3171
29.5887	-82.317
29.5887	-82.3169
29.5888	-82.3169
29.5889	-82.3169
29.5889	-82.317
29.5889	-82.3171
29.589	-82.3171
29.5891	-82.3171
29.5891	-82.317
29.5891	-82.3169
29.5886	-82.317
29.5892	-82.317
29.5887	-82.3167
29.5887	-82.3166
29.5887	-82.3165
29.5888	-82.3165
29.5889	-82.3165
29.5889	-82.3166
29.5889	-82.3167
29.589	-82.3167
29.5891	-82.3167
29.5891	-82.3166
29.5891	-82.3165
29.5886	-82.3166
29.5892	-82.3166
29.5887	-82.3163
29.5887	-82.3162
29.5887	-82.3161
29.5887	-82.3158
29.5888	-82.3158
29.5889	-82.3158
29.589	-82.3158
29.5891	-82.3158
29.5892	-82.3158
29.5892	-82.3157
29.589	-82.3159
29.589	-82.3157
29.5892	-82.3155
29.5891	-82.3155
29.589	-82.3155
29.5889	-82.3155
29.5888	-82.3155
29.5887	-82.3155
29.5892	-82.3153
29.5891	-82.3153
29.589	-82.3153
29.589	-82.3152
29.5892	-82.3151
29.5891	-82.3151
29.589	-82.3151
29.5889	-82.3151
29.5888	-82.3151
29.5887	-82.3151
29.5887	-82.3149
29.5888	-82.3149
29.5889	-82.3149
29.5889	-82.3148
29.5889	-82.3147
29.5887	-82.3147
29.5888	-82.3147
29.5887	-82.3148
29.5886	-82.3147
29.5885	-82.3147
29.5885	-82.3148
29.5885	-82.3149
